id,link,name,status,lat,lng,year,first,area,population
1154,Вериловка,Вериловка,Деревня,51.95786,39.110779,,,,
1155,Ветряк (Воронежская область),Ветряк,Хутор,51.771756,39.193466,,,,3
1156,Высочкино,Высочкино,Село,52.003817,38.755562,,,,5
1157,Галкино (Воронежская область),Галкино,Деревня,51.94556,39.22111,,,,6
1158,Гвоздёвка (Воронежская область),Гвоздёвка,Село,51.829393,39.096541,,,,3
1159,Глушицы (Воронежская область),Глушицы,Село,52.04,39.34389,,,,87
1160,Гнездилово (Воронежская область),Гнездилово,Деревня,51.941694,39.1250389,,,,5
1161,Горожанка (Воронежская область),Горожанка,Село,51.99833,39.12056,,1725,"1,5 км²",28
1162,Гремячье (Рамонский район),Гремячье,Село,51.97972,38.79556,XIX век,,,35
1163,Емань,Емань,Деревня,52.036306,39.198544,,,,3
1164,Каверье (Рамонский район),Каверье,Село,51.96083,38.96444,,,,1
1165,Камышовка (Воронежская область),Камышовка,Хутор,51.866323,38.808926,,,,
1166,Карачун (Воронежская область),Карачун,Село,52.01222,39.35361,,,,279
1167,Князево (Воронежская область),Князево,Деревня,52.06667,39.18861,,,,15
1168,Комсомольский (Рамонский район),Комсомольский,Посёлок,51.9853487,39.2246461,,,,26
1169,Красное (Рамонский район),Красное,Хутор,51.926378,39.2511,,,,67
1170,Кривоборье,Кривоборье,Деревня,52.04222,39.15111,,,,10
1171,Кулешовка (Рамонский район),Кулешовка,Деревня,51.92917,39.17722,,,,2
1172,Лебяжье (Рамонский район),Лебяжье,Село,51.996812,38.851294,,,,7
1173,Ломово (Воронежская область),Ломово,Село,52.054827,38.824112,,,,83
1174,Лопатки (Воронежская область),Лопатки,Село,51.982023,39.335567,после 1586,1615,,58
1175,Малая Трещевка,Малая Трещевка,Деревня,51.917672,38.831293,,,,1
1176,Медовка (Воронежская область),Медовка,Деревня,51.84306,39.1425,,,,29
1177,Моховатка,Моховатка,Деревня,51.87056,39.17861,,,,67
1178,Нелжа,Нелжа,Село,52.04056,39.385,,1615,,84
1179,Нижняя Верейка,Нижняя Верейка,Село,51.972967,39.053824,начало XVIII века,,,8
1180,Новоживотинное,Новоживоти́нное,Село,51.88889,39.16944,,,,997
1181,Новоподклетное,Новоподклетное,Деревня,51.773703,39.125085,,,,93
1182,Ольховатка (Рамонский район),Ольховатка,Деревня,51.921859,39.093997,,,,1
1183,Павловка (Рамонский район),Павловка,Село,51.992445,38.809327,,,,
1184,Панково (Рамонский район),Панково,Хутор,51.872463,39.051384,,,,
1185,Пекшево (Воронежская область),Пекшево,Село,52.02889,39.35194,,,,
1186,Петровское (Рамонский район),Петровское,Поселок,52.006575,39.19142389,,,,35
1187,Писаревка (Рамонский район),Писаревка,Деревня,52.06389,39.34972,,,,
1188,Пчельники (Воронежская область),Пчельники,Село,51.973737,39.481214,,,,6
1189,Пчельное,Пчельное,Посёлок,51.99306,38.95278,,,,1
1190,Рамонь,Рамонь,ПГТ,51.91028,39.34222,,1613,,8545
1191,Репное (Рамонский район),Репное,Деревня,51.885676,39.083921,,,,3
1192,Руда (Воронежская область),Руда,Хутор,51.956234,38.755154,,,,
1193,Русская Гвоздёвка,Русская Гвоздёвка,Село,51.81111,39.07361,,,,92
1194,Сапожок (Воронежская область),Сапожок,Хутор,51.890348,38.799849,,,,
1195,Сенное (Воронежская область),Сенное,Село,52.08361,39.33611,XVI век,1615,,6
1196,Сергеевское (Воронежская область),Сергеевское,Посёлок,51.999149,39.225602,,,,9
1197,Скляево,Скляево,Село,51.953806,39.0337611,XVIII в.,,,547
1198,Скляево 4-е,Скляево 4-е,Село,51.928972,38.999472,,,,
1199,Скляево 5-е,Скляево 5-е,Село,51.924525,39.037314,,,,
1200,Солнечный (Воронежская область),Солнечный,Нежилой посёлок,51.79889,39.21972,,,,
1201,Солнце-Дубрава,Солнце-Дубрава,Село,51.968044,39.210121,,,,4
1202,Сомово (Рамонский район),Сомово,Село,51.9386028,38.7988361,1780,,,92
1203,Староживотинное,Староживотинное,Село,51.88666,39.27509,,,,79
1204,Ступино (Рамонский район),Ступино,Село,51.97205,39.383007,,,,5
1205,Трещевка (Воронежская область),Трещевка,Село,51.884354,38.953749,,,,7
1206,Хвощеватка,Хвощеватка,Село,51.87111,39.12778,,1678,,16
1207,Чертовицы,Чертовицы,Село,51.82083,39.27361,,,,199
1208,Чистая Поляна,Чистая Поляна,Село,51.8840722,38.8221583,,,,499
1209,Ямное (Воронежская область),Ямное,Село,51.79167,39.14167,,,,309
1210,Александровка 2-я (Репьёвский район),Александровка 2-я,Хутор,51.090881,38.404518,,,,2
1211,Бутырки (Воронежская область),Бутырки,Село,51.0633316,38.61750031,,,,103
1212,Верхняя Мельница (Воронежская область),Верхняя Мельница,Хутор,51.097778,38.541698,,,,
1213,Дракино (Репьёвский район),Дракино,Хутор,51.098821,38.573838,,,,31
1214,Дружба (Репьёвский район),Дружба,Хутор,51.105634,38.457695,,,,7
1215,Екатериновка (Репьёвский район),Екатериновка,Хутор,51.103437,38.483878,,,,9
1216,Заречье (Репьёвский район),Заречье,Хутор,51.051595,38.816482,,,,3
1217,Зарослый,Зарослый,Хутор,51.095382,38.517133,,,,1
